nodes                      program              c.domain  adv.model      protocol         partysize  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)   Rx(rounds)  Rx(s)       Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)     Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
ether,ethercash,ethergold  35_set_intersection  FIELD     semihonest     atlas            3          NA            NA            NA            320           320           NA           NA            NA               1575             14             5           0.00774419  NA              ~16           0.016081        0.047603         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  FIELD     semihonest     atlas            3          NA            NA            NA            1280          1280          NA           NA            NA               25200            29             20          0.0402084   NA              ~20           0.076188        0.226004         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  FIELD     semihonest     atlas            3          NA            NA            NA            1920          1920          NA           NA            NA               56700            39             30          0.0795126   NA              ~26           0.159486        0.474618         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  FIELD     maldishonest   mascot           3          NA            NA            NA            320           320           NA           NA            NA               1575             14             5           0.699059    NA              ~161          26.3028         77.6418          NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  FIELD     maldishonest   mascot           3          NA            NA            NA            1280          1280          NA           NA            NA               25200            29             20          2.1635      NA              ~305          78.2424         231.492          NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  FIELD     maldishonest   mascot           3          NA            NA            NA            1920          1920          NA           NA            NA               56700            39             30          3.63222     NA              ~449          130.213         385.404          NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  RING      semihonest     replicated-ring  3          NA            NA            NA            320           320           NA           NA            NA               1575             14             5           0.00433584  NA              ~10           0.001951        0.005533         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  RING      semihonest     replicated-ring  3          NA            NA            NA            1280          1280          NA           NA            NA               25200            29             20          0.0109484   NA              ~10           0.026656        0.078688         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  RING      semihonest     replicated-ring  3          NA            NA            NA            1920          1920          NA           NA            NA               56700            39             30          0.0270062   NA              ~10           0.058876        0.174708         NA        NA          NA           NA       NA          NA          NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
ether,ethercash,ethergold  35_set_intersection  BINARY    malhonest      malicious-ccd    3          NA            NA            NA            320           320           NA           NA            NA               1575             14             5           0.0362347   NA              NA            0.935688        NA               NA        NA          NA           NA       NA          NA          4.4e-05        3                  0.0155809     0.56512   5             0.0235072   NA           NA               NA          0.18524             9                       0.00731943         NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
