nodes         program              c.domain  adv.model        protocol             partysize  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)       Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)    Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)    Ex(rounds)  Ex(s)       Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
todd,ned,rod  35_set_intersection  FIELD     maldishonest     mascot               3          16            16            16            NA            NA            NA           NA            NA               NA               17             4           0.473009    NA              ~135          10.2925         30.8771          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     mascot               3          36            36            36            NA            NA            NA           NA            NA               NA               37             6           0.462379    NA              ~215          10.2931         30.8787          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     mascot               3          64            64            64            NA            NA            NA           NA            NA               NA               65             8           0.477106    NA              ~327          10.294          30.8809          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     mascot               3          81            81            81            NA            NA            NA           NA            NA               NA               82             9           0.463903    NA              ~395          10.2945         30.8823          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     mascot               3          100           100           100           NA            NA            NA           NA            NA               NA               101            10          0.479659    NA              ~471          10.2952         30.8838          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     lowgear              3          16            16            16            NA            NA            NA           NA            NA               NA               17             4           135.182     NA              ~119          0.55098         1.65264          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     lowgear              3          36            36            36            NA            NA            NA           NA            NA               NA               37             6           0.355657    NA              ~199          0.55162         1.65424          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     lowgear              3          64            64            64            NA            NA            NA           NA            NA               NA               65             8           0.342132    NA              ~311          0.552516        1.65648          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     lowgear              3          81            81            81            NA            NA            NA           NA            NA               NA               82             9           0.335237    NA              ~379          0.55306         1.65784          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
todd,ned,rod  35_set_intersection  FIELD     maldishonest     lowgear              3          100           100           100           NA            NA            NA           NA            NA               NA               101            10          0.344296    NA              ~455          0.553668        1.65936          NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA        NA          NA          NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
