nodes         program              c.domain  adv.model      protocol  partysize  freqs(GHz)  quotas(%)  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        3           2.64477     NA              ~909          266.778         799.894
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        4           3.33758     NA              ~1453         357.097         1070.66
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        5           4.41851     NA              ~2159         492.594         1476.85
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        6           5.89026     NA              ~3027         673.267         2018.46
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        7           7.27614     NA              ~4015         853.894         2559.97
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        8           9.41726     NA              ~5199         1124.86         3372.28
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        9           11.2105     NA              ~6477         1350.68         4049.25
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        10          13.7874     NA              ~7943         1666.77         4996.89
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        11          16.4933     NA              ~9571         2028.04         6079.95
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        12          19.3961     NA              ~11327        2389.33         7163.04
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           240        13          22.2608     NA              ~13211        2750.64         8246.17
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        3           2.758       NA              ~909          266.778         799.894
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        4           3.50805     NA              ~1453         357.097         1070.66
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        5           4.6494      NA              ~2159         492.594         1476.85
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        6           6.14915     NA              ~3027         673.267         2018.46
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        7           7.57756     NA              ~4015         853.894         2559.97
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        8           9.91144     NA              ~5199         1124.86         3372.28
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        9           11.7366     NA              ~6477         1350.68         4049.25
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        10          14.464      NA              ~7943         1666.77         4996.89
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        11          17.4342     NA              ~9571         2028.04         6079.95
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        12          20.4123     NA              ~11327        2389.33         7163.04
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           180        13          23.4275     NA              ~13211        2750.64         8246.17
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        3           3.47674     NA              ~909          266.778         799.894
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        4           4.45024     NA              ~1453         357.097         1070.66
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        5           5.93652     NA              ~2159         492.594         1476.85
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        6           7.76704     NA              ~3027         673.267         2018.46
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        7           9.7292      NA              ~4015         853.894         2559.97
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        8           12.6791     NA              ~5199         1124.86         3372.28
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        9           15.1588     NA              ~6477         1350.68         4049.25
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        10          18.3852     NA              ~7943         1666.77         4996.89
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        11          22.2366     NA              ~9571         2028.04         6079.95
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        12          25.9431     NA              ~11327        2389.33         7163.04
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           140        13          29.8359     NA              ~13211        2750.64         8246.17
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        3           4.93624     NA              ~909          266.778         799.894
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        4           6.29459     NA              ~1453         357.097         1070.66
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        5           8.52762     NA              ~2159         492.594         1476.85
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        6           11.3333     NA              ~3027         673.267         2018.46
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        7           13.9389     NA              ~4015         853.894         2559.97
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        8           17.9794     NA              ~5199         1124.86         3372.28
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        9           21.7572     NA              ~6477         1350.68         4049.25
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        10          26.2496     NA              ~7943         1666.77         4996.89
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        11          32.0551     NA              ~9571         2028.04         6079.95
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        12          38.0534     NA              ~11327        2389.33         7163.04
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           100        13          43.2687     NA              ~13211        2750.64         8246.17
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           60         3           8.80007     NA              ~909          266.778         799.894
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           60         4           10.755      NA              ~1453         357.097         1070.66
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           60         5           14.0947     NA              ~2159         492.594         1476.85
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           60         6           18.9978     NA              ~3027         673.267         2018.46
todd,ned,rod  35_set_intersection  FIELD     maldishonest   mascot    3          3           60         7           23.7812     NA              ~4015         853.894         2559.97
